スキル名,アイコン,タイプ,コスト,CD,スキル所持,説明,min,max,range,square,squareR,rect,line,lineR,low,high,rowRange,highRange,comment,exception
あっち行け !!,./img/skillIMG/あっち行け !!.png,物理ダメージ,-,-,ラヴィア・初夏の記憶,自身の十字範囲内の敵を1体選択し、その近くまで突撃し、110%の物理ダメージを与え、2マスノックバックさせる。<br>衝突時にターゲットをスタンさせる(1ターン)。<br>攻撃後、スキルは「拳を喰らえ!」に変化する。,1,3,-1,,,,1,,,,,,近接;対ユニット,
回避ステップ,./img/skillIMG/回避ステップ.png,支援,2,-,ラヴィア・初夏の記憶;閃く刃;傭兵・刺客,支援：被範囲ダメージ-50%、2回の回避を獲得し、2ターン継続する。,,,0,,,,,,,,,,対ユニット,
狩猟衝動,./img/skillIMG/狩猟衝動.png,物理ダメージ,3,-,ラヴィア・初夏の記憶;サフィア;閃く刃;傭兵・刺客,物理ダメージ：単体攻撃。<br>130%のダメージを与える。<br>攻撃前、クリティカル発生率+15%。<br>ターゲットを倒した後、3ptのENを回復する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
もう一杯！,./img/skillIMG/もう一杯！.png,回復;即時,-,4,ラヴィア・初夏の記憶;ラヴィア,回復：即時。<br>自身の失われたHPを60%回復させ、ほろ酔いと防御貫通を獲得し、2ターン継続する。<br>さらに10スタックのスタミナを獲得する。<br><br>ラヴィア(オリジナル)がRK3「もう一杯！」を習得し、夏ラヴィアを星3まで強化することで「シルエットスキル」が解放されます。,,,0,,,,,,,,,,対ユニット,
水平射撃,./img/skillIMG/水平射撃.png,通常攻撃;物理ダメージ,-,-,ホーマ;ヌンガル;エダ;ミゲル;狙撃教官「鋭い一閃」;バリスタ;恩寵の閃光;無法者・弩兵,通常攻撃：100%の物理ダメージを与える。,2,3,-1,,,,,,5,3,,,遠距離;対ユニット,
ノックバック射撃,./img/skillIMG/ノックバック射撃.png,物理ダメージ,2,-,ホーマ;恩寵の閃光;無法者・弩兵,物理ダメージ：自身十字範囲内の敵1体を選択し、135%のダメージを与え、2マスノックバックする。,1,3,-1,,,,1,,5,3,,,遠距離;対ユニット,
旋回援助,./img/skillIMG/旋回援助.png,支援;即時,1,3,ホーマ,支援：即時。<br>バロールをターゲットに留まらせ、△移動Lv.2、ジャンプを付与し、双方に△攻撃Lv.2を付与する。<br>その間にバロールを呼び、攻撃や回復を支持する時、そのスキルの1.5倍になり、2ターン継続する。,0,4,-1,,,,,,8,8,,,対ユニット,
心が通じ合う選択,./img/skillIMG/心が通じ合う選択.png,選択,-,-,ホーマ,選択：燕返し、涼しい微風から使用するスキルを選択してください。<br><br>燕返し<br>[シャヒン]を呼び出してターゲット単体に80%のダメージを与え、[失明]、[▽物防Lv.3](2ターン)を付与する。<br>[バロール]を呼び出して周囲2マス内にいる敵全体に40%のダメージを与え、50%の確率で[失明](1ターン)を付与する。<br><br>涼しい微風<br>[ゴリ]を呼び出してターゲットを回復し、回復量は自身物攻の70%、回復前にターゲットの[?被回復]を解除する。<br>[バロール]を呼び出してその周囲の2マス内にいる味方全員を回復し、回復量は自身物攻の40%、さらに[デバフ]を2つ解除する。,,,0,,,,,,,,,,対ユニット,
燕返し,./img/skillIMG/燕返し.png,物理ダメージ,2,-,ホーマ,[シャヒン]を呼び出してターゲット単体に80%のダメージを与え、[失明]、[▽物防Lv.3](2ターン)を付与する。<br>[バロール]を呼び出して周囲2マス内にいる敵全体に40%のダメージを与え、50%の確率で[失明](1ターン)を付与する。,1,4,0,,,,,,8,8,,,遠距離;対ユニット,
涼しい微風,./img/skillIMG/涼しい微風.png,回復,2,-,ホーマ,[ゴリ]を呼び出してターゲットを回復し、回復量は自身物攻の70%、回復前にターゲットの[?被回復]を解除する。<br>[バロール]を呼び出してその周囲の2マス内にいる味方全員を回復し、回復量は自身物攻の40%、さらに[デバフ]を2つ解除する。,0,3,0,,,,,,8,8,,,対ユニット,
シールドブレイク・強,./img/skillIMG/シールドブレイク・強.png,パッシブ,-,-,ホーマ;エダ,パッシブ：シールドを所持する敵を攻撃する場合、攻撃力+30%、40%の防御力を無視する。,,,,,,,,,,,,,,
共鳴,./img/skillIMG/共鳴.png,パッシブ,-,-,ホーマ,パッシブ：行動終了時、通常攻撃やスキルを使用した場合、自身範囲2マス以内の味方全員を回復する。<br>回復量は物攻値の20%、デバフを1つ解除する。,,,,,,,,,,,,,,
シャドウゲーム,./img/skillIMG/シャドウゲーム.png,リアクション,-,-,ホーマ,リアクション：背面、側面から敵に近接攻撃を受ける前に、シャヒンを呼び、失明を付与し、1ターン継続する。<br>1ターンで最大1回発動できる。<br>回避した後、反撃し、70%の物理ダメージを与える。<br>さらに自身が2マス後退する。,,,,,,,,,,,,,,
脱兎,./img/skillIMG/脱兎.png,リアクション,-,-,ホーマ;ファカール;王国の槍「烈嘯」;閃く刃;鷹の目;紅のハヤブサ;ウィルダ・斥候,リアクション：アクティブ攻撃を受ける時、被ダメージ-8%。<br>攻撃を受けた後、自身が△移動Lv.2を獲得し、2ターン継続する。,,,,,,,,,,,,,,
拡散,./img/skillIMG/拡散.png,物理ダメージ,2,-,ホーマ;バリスタ;無法者・弓兵,物理ダメージ：ターゲット方向の3×3エリア内の敵全員に70%の範囲ダメージを与え、▽移動Lv.1を付与し、2ターン継続する。,1,1,33,,,1,,,2,2,2,2,範囲攻撃;対地面,
乱闘射手,./img/skillIMG/乱闘射手.png,パッシブ,-,-,ホーマ,パッシブ：通常攻撃時、隣接する敵を攻撃できる。<br>自身範囲1マス以内に敵がいる場合、攻撃力+15%、クリティカル発生率+30%。,,,,,,,,,,,,,,
纏わりナイフ,./img/skillIMG/纏わりナイフ.png,通常攻撃;物理ダメージ,-,-,ホーマ,通常攻撃：単体攻撃。<br>100%の物理ダメージを与える。<br>攻撃後、再移動でき、移動距離は残りの移動力+1。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
氷結の一撃(物理),./img/skillIMG/氷結の一撃(物理).png,通常攻撃;物理ダメージ,-,-,ホーマ,通常攻撃：100%の物理ダメージを与える。<br>健康状態の敵に▽移動Lv. 1を付与し、1ターン継続する。,2,3,-1,,,,,,5,3,,,遠距離;対ユニット,
刺貫く,./img/skillIMG/刺貫く.png,物理ダメージ,3,3,ホーマ,物理ダメージ：単体攻撃。<br>150%のダメージを与える。<br>ターゲットが負傷状態の場合、追加で20%のダメージを与える。<br>ターゲットが瀕死状態の場合、追加で40%のダメージを与える。,1,3,-1,,,,,,5,3,,,遠距離;対ユニット,
ハーシャラムカーニバル,./img/skillIMG/ハーシャラムカーニバル.png,支援,3,4,ホーマ,支援：ターゲットとバロールが留まる味方に騒ぎを付与し、各自の範囲2マス以内のすべての敵ユニットに60%の物理範囲ダメージを与え、ターゲット範囲内の敵に?アクティブスキル、?パッシブスキルを付与する。<br>すべての効果は2ターン継続する。<br>スキル発動後、バロールがターゲットに留まり、2ターン継続する。,0,4,2,,,,,,8,8,,,対ユニット,
催眠,./img/skillIMG/催眠.png,魔法ダメージ,2,4,ハスナ;アカンベ;深淵の心,魔法ダメージ：単体攻撃で35%のダメージを与え、睡眠を付与し、2ターン継続する。,1,3,-1,,,,,,8,8,,,遠距離;対ユニット,
興奮状態,./img/skillIMG/興奮状態.png,パッシブ,-,-,ハスナ;ガルシア;ライトニング;スティンガー;紅のハヤブサ,パッシブ：アクティブ攻撃後、自身の被ダメージ-15%、クリティカルが発生した場合、追加で被ダメージ-25%、1ターン継続する。,,,,,,,,,,,,,,
激しい香り,./img/skillIMG/激しい香り.png,魔法ダメージ,2,-,ハスナ,魔法ダメージ：単体攻撃。<br>150%のダメージを与え、ターゲット範囲2マス以内のすべての敵ユニットに暗香を付与し、2ターン継続する。,1,3,-1,,,,,,5,3,,,遠距離;対ユニット,
香り道追跡,./img/skillIMG/香り道追跡.png,パッシブ,-,-,ハスナ,パッシブ：攻撃後、ターゲットに暗香を付与し、2ターン継続する。<br>暗香を所持する敵を攻撃する時、自身のENが2pt回復する。<br>暗香を所持する敵を倒した時、追加で自身40%のHPを回復する。,,,,,,,,,,,,,,
花のように柔らかい骨,./img/skillIMG/花のように柔らかい骨.png,リアクション,-,-,ハスナ,リアクション：暗香を所持する敵からのアクティブ攻撃を受けた場合、被ダメージ-30%。,,,,,,,,,,,,,,
怒りの炎,./img/skillIMG/怒りの炎.png,リアクション,-,-,ハスナ;アカンベ;マイティ;法皇国・投槍兵;無法者・斧盾兵,リアクション：アクティブ攻撃を受ける場合、被ダメージ-8%。<br>攻撃を受けた後、自身が△ダメージLv.2を獲得し、3ターン継続する。,,,,,,,,,,,,,,
急襲,./img/skillIMG/急襲.png,支援;即時,1,3,ハスナ;コル,支援：即時。<br>△クリティカルLv.1、△クリダメLv.1と△移動Lv.2を獲得し、1ターン継続する。,,,0,,,,,,,,,,対ユニット,
香りで人を知る,./img/skillIMG/香りで人を知る.png,パッシブ,-,-,ハスナ,パッシブ：行動開始時、自身範囲4マス以内に暗香を所持する敵がいる場合、△クリティカルLv. 2を獲得し、最大射程+1マス。<br>クリティカル攻撃後、さらに2マス移動できる。,,,,,,,,,,,,,,
催眠の一撃(魔法),./img/skillIMG/催眠の一撃(魔法).png,通常攻撃;魔法ダメージ,-,-,ハスナ;モモ;ナイトレイヴン,通常攻撃：80%の魔法ダメージを与え、30%の確率でターゲットに睡眠を付与し、1ターン継続する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
淡い残り香,./img/skillIMG/淡い残り香.png,通常攻撃;魔法ダメージ,-,-,ハスナ,通常攻撃：80%の魔法ダメージを与え、30%の確率でターゲットに睡眠を付与し、1ターン継続する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
香りの代償,./img/skillIMG/香りの代償.png,魔法ダメージ,4,-,ハスナ,魔法ダメージ：単体攻撃。<br>140%のダメージを与える。<br>暗香を所持する敵への与ダメージが170%にアップする。<br>攻撃前に追加でクリティカル発生率とクリダメ+15%。,1,3,-1,,,,,,5,3,,,遠距離;対ユニット,
生命呑込,./img/skillIMG/生命呑込.png,魔法ダメージ,3,-,ハスナ;カリス;モモ;ナイトレイヴン,魔法ダメージ：単体攻撃。<br>150%のダメージを与える。<br>攻撃後、45%のHPドレインが発生する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
暗影の親衛隊,./img/skillIMG/暗影の親衛隊.png,支援;即時,2,-,アカンベ,支援：即時。<br>ターゲット地点に暗影の親衛隊を1体召喚し、操作不可、自身85%の攻撃値、20%の防御値とHPを継承する。<br>暗影の親衛隊が1体倒されるごとに、このスキルのCDが1ターン延長する。<br>1回の行動で最大2回発動できる。,2,4,-1,,,,,,8,8,,,対地面,
潜在覚醒,./img/skillIMG/潜在覚醒.png,支援,2,3,アカンベ;キャンドル;王国軍・火の術師,支援：ターゲットに△攻撃Lv.2、△物防Lv.2と△魔防Lv.2を付与し、すべての能力値デバフを解除・無効化し、2ターン継続する。,0,3,-1,,,,,,5,3,,,対ユニット,
エナジービーム,./img/skillIMG/エナジービーム.png,魔法ダメージ,-,3,アカンベ;モモ;輝ける光の鞭,魔法ダメージ：単体攻撃。<br>140%ダメージを与える。<br>攻撃前、自身がシールドブレイクLv.1を獲得する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
一擲千金,./img/skillIMG/一擲千金.png,選択,-,-,アカンベ,選択：金のために死す、重賞の下から選択して使用する。<br><br>金のために死す<br>[即時]、ターゲットパネルで金貨をまき散らし、その範囲3マス以内の敵全体および[暗影の親衛隊]を一箇所に集めて、敵に[▽移動Lv.2]、[▽魔防Lv.2]や[?援護]を付与し、2ターン継続。<br><br>重賞の下<br>自身範囲3マス以内の他の味方に1ptのENを回復させ、アクティブスキルCDを1ターン短縮する。<br>[△攻撃Lv.2]、[△物防Lv.2]や[△魔防Lv.2]を獲得する。<br>ターゲットが召喚物である場合、追加で[△攻撃Lv.4]を獲得し、すべての効果が2ターン継続。,,,0,,,,,,,,,,対ユニット,
金のために死す,./img/skillIMG/金のために死す.png,デバフ;即時,3,3,アカンベ,即時。<br>ターゲットパネルで金貨をまき散らし、その範囲3マス以内の敵全体および[暗影の親衛隊]を一箇所に集めて、敵に[▽移動Lv.2]、[▽魔防Lv.2]や[?援護]を付与し、2ターン継続。,3,5,3,,,,,,8,8,2,2,対地面,
重賞の下,./img/skillIMG/重賞の下.png,支援,3,3,アカンベ,自身範囲3マス以内の他の味方に1ptのENを回復させ、アクティブスキルCDを1ターン短縮する。<br>[△攻撃Lv.2]、[△物防Lv.2]や[△魔防Lv.2]を獲得する。<br>ターゲットが召喚物である場合、追加で[△攻撃Lv.4]を獲得し、すべての効果が2ターン継続。,,,3,,,,,,,,2,2,対ユニット,
特殊な条項,./img/skillIMG/特殊な条項.png,リアクション,-,-,アカンベ,リアクション：攻撃を受けた時、範囲3マス以内の任意味方の召喚物が、今回の攻撃を受けてくれる。<br>1ターンで最大2回発動できる。,,,,,,,,,,,,,,
